Title,Date-Scraped,URL,Company,Min-Qualifications,Pref-Qualifications,Description
"
      Technical Account Manager, Federal, Public Sector
    ",2023-01-08 13:01:28.599516 MDT,https://careers.google.com/jobs/results/88709464586101446-technical-account-manager-federal-public-sector/?distance=50&page=4&q=Machine%20Learning,X,"
 Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, a related technical field, or equivalent practical experience.
 3 years of experience in a customer-facing role, working with stakeholders and generating customer technical implementations or transformation programs.
Experience with IT operations, database systems, networking, IT security, application development, service architecture, and cloud-native application development.
","
MBA or Master’s degree in a Management, Technical, or Engineering field.
Experience collaborating with channel partners, systems integrators, and third-party developers to deliver high-impact solutions.
Active Top Secret/SCI US Government Security Clearance with full scope polygraph.
","
In this role, you will help customers successfully adopt Google Cloud products and guide organizations through the strategic and technical facets of their cloud transformation journey. You will manage the successful delivery of professional services engagements to drive customer adoption of Google Cloud services like, Google Compute Engine, Google Cloud Machine Learning, Google Kubernetes Engine, BigQuery, Google Workspace, Google Chrome, and many more. Additionally, you will engage with diverse stakeholder groups, including executives of large enterprises and a cross-functional and geographically dispersed team. You will travel domestically and internationally approximately 25% of the time.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.Additional Information:The US base salary range for this full-time position is $78,500-$117,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      ASIC Design Verification Engineer, Machine Learning Accelerator
    ",2023-01-08 13:01:32.406654 MDT,https://careers.google.com/jobs/results/132696702860567238-asic-design-verification-engineer-machine-learning-accelerator/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science, Electrical Engineering, Mechanical Engineering, or equivalent practical experience.
Experience with SystemVerilog, SystemVerilog Assertions, or functional coverage.
Experience with logic simulation tools.
","
Master's degree or PhD in Electrical Engineering. 
Experience with the full verification lifecycle. 
Experience with industry-standard simulators, revision control systems, and regression systems.
Experience with EDA tools.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.
In this role, you will verify digital designs. You will collaborate closely with design and verification engineers in active projects and perform verification. You will build efficient and effective constrained-random verification environments that exercise designs through their corner-cases and expose all types of bugs. 

You will be responsible for the full lifecycle of verification which can range from verification planning, test execution, or collecting/closing coverage.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.Additional information:The US base salary range for this full-time position is $101,000-$151,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Hardware Engineer, Hardware and Systems
    ",2023-01-08 13:01:36.096390 MDT,https://careers.google.com/jobs/results/77645897447416518-hardware-engineer-hardware-and-systems/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Electrical Engineering or a related field, or equivalent practical experience.
Experience in board design, validation, and with design tools (e.g. schematic capture, layout tools, lab bring up and debug).
Experience with high speed design, signal integrity, and power distribution techniques.
","
Advanced degree in Electrical Engineering or a related field.

5 years of experience with enterprise class hardware systems design, data center engineering, server, storage, and networking products.
Experience with FPGA/CPLD Design and interface with other disciplines, including software, thermal, and mechanical.
Experience solving complex system issues, technical innovation, and driving technical roadmap.
Experience collecting and organizing details to reproduce and explain results.
Excellent verbal and written communication skills.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users. With your technical expertise, you lead projects in multiple areas of expertise (i.e., engineering domains or systems) within a data center facility, including construction and equipment installation/troubleshooting/debugging with vendors.
As a Hardware Engineer, you will design and develop Google’s servers, storage devices, and specialized machine learning hardware for Google's data centers, ensuring they meet Google's stringent requirements for performance, security, reliability, and features.
As a member of a creative, motivated, and talented team, you will develop products for users. You'll be versatile and passionate about solving problems as we continue to push technology forward. You will work on hardware systems projects to craft solutions for data center deployments. You will work with product teams and various cross-functional requirements to ensure that their goals are met with your teams systems.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible."
"
      Director UX, Geo Real World Model
    ",2023-01-08 13:01:39.844019 MDT,https://careers.google.com/jobs/results/115531312145539782-director-ux-geo-real-world-model/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor’s degree in Design, Human-Computer Interaction, Cognitive Science, Computer Science, Information Science or a related field, or equivalent practical experience. 
15 years of professional leadership experience or 13 years with an advanced degree.
Experience designing consumer products.
","
Experience working across organizational and functional boundaries to prioritize opportunities and mitigate constraints.
Experience delivering quality experiences in an iterative approach.
Experience designing consumer products related to engaging an audience of creators and contributors.
Ability to frame problems, articulate positions, weigh alternatives, and propose solutions.
Excellent conceptual, strategic, and systems skills.
Excellent written and verbal communication skills.
","Every day people around the world rely on Google Maps to get information about places, decide where to go, and to safely and smoothly get to their destination. Our mission in Geo is to assist people as they navigate, explore, and get things done in the world. In this role, you will help create the future of Google Maps. You will lead the Real World Model UX team as the Director of UX alongside your Product Management, Engineering, and Program Management peers. You will drive the design of useful and compelling experiences for the people who contribute content such as photos, reviews, and map edits that powers much of Google Maps and Local Search on Google.com. You will also lead the design of the next generation of tools for the people who create our map of the world, with a focus on how to enable people to train machine learning models that are increasingly instrumental to our ability to model the world. We’re looking for a leader with design and facilitative leadership abilities, who will enjoy a mix of research, systems thinking, product strategy and design, organizational management, and shipping amazing products that are helpful to people.As a UX leader, you will help define and drive the future of Google design. You will apply your passion for design and engineering to guide research and design processes, mentor talented members of your team, and collaborate with leaders within UX, Product and Engineering across all of Google’s products.User experience is at the forefront of how we create intuitive, innovative, and beautiful products that people love. We strive to learn and understand our users’ needs, behaviors, and emotions to gather insights that inform product strategy and design. Our UX teams include designers, researchers, content strategists, and engineers who are passionate about quality, usability, and simplicity. We work on collaborative teams to solve complex challenges and craft experiences that highlight our products’ unique capabilities and personalities. Our work touches billions while exemplifying a key principle that is core to Google’s philosophy: “Focus on the user and all else will follow.”
The US base salary range for this full-time position is $235,000-$353,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      ASIC Design Verification Engineer
    ",2023-01-08 13:01:43.692581 MDT,https://careers.google.com/jobs/results/106276904639570630-asic-design-verification-engineer/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Electrical Engineering or Computer Science, or equivalent practical experience.
Experience verifying digital logic at RTL using SystemVerilog for FPGAs or ASICs.
Experience verifying digital systems using standard IP components/interconnects (microprocessor cores, hierarchical memory subsystems).
Experience creating and using verification components and environments in standard verification methodology.
","
Master's or PhD degree in Electrical Engineering or Computer Science.
3 years of design verification experience.
Experience with image processing, computer vision, and/or machine learning applications.
Experience with performance verification of ASICs and ASIC components and experience with ASIC standard interfaces and memory system architecture.
Experience prototyping and debugging systems on Field Programmable Gate Array (FPGA) platforms.
Experience with verification techniques.
","
In this role, you will be part of a Research and Development team, and your responsibilities will include building verification components, constrained-random testing, end-to-end system testing, and verification closure.Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology."
"
      Hardware Qualification Engineer, Platforms, Google Cloud
    ",2023-01-08 13:01:47.443740 MDT,https://careers.google.com/jobs/results/95603321424749254-hardware-qualification-engineer-platforms-google-cloud/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Electrical Engineering, Computer Engineering, Computer Science, or equivalent practical experience.
3 years of experience working on board-level design and testing, schematic capture and layout.
Experience with protocols and interfaces (e.g., I2C, SPI, PCIe) and with testing requirements, best practices, and algorithms.
Experience collecting and organizing data to reproduce and explain results.
","
Master's degree in Computer Science, Electrical Engineering, or a related field.
Understanding of signal integrity, especially for high speed interfaces, and best practices to collect accurate SI data.
Familiarity with lab equipment like scopes, BERTs, and analyzers.
Ability to use scripting and automation to execute test algorithms, and then analyze results.
Excellent written and verbal communication skills.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users. With your technical expertise, you lead projects in multiple areas of expertise (i.e., engineering domains or systems) within a data center facility, including construction and equipment installation/troubleshooting/debugging with vendors.
As a Hardware Qualification Engineer, you will lead initiatives to do testing for machine learning hardware deployed in Google's data centers. The Hardware Qualification team ensures that this cutting-edge equipment is reliable. In the Research and Development lab, you plan for and execute the way to test at scale. Working with design engineers, you give input on designs to improve our hardware until you're sure it meets Google's standards of quality, reliability, and security.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.The US base salary range for this full-time position is $119,000-$181,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Customer Solutions Engineer, gTech Professional Services
    ",2023-01-08 13:01:51.063534 MDT,https://careers.google.com/jobs/results/82018946263196358-customer-solutions-engineer-gtech-professional-services/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.
2 years of experience in web technologies (e.g., HTTP, HTML, XML, etc).
Experience in data analysis tools (R, SQL) and techniques (machine learning, statistical analysis, data mining).
","
Experience in working and managing internal and external partners/customers.
Experience in Digital Advertising.
Ability to work independently, manage multiple projects simultaneously, and solve problems creatively.
","Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of trusted advisors support customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products.To learn more about gTech, check out our video."
"
      Silicon Engineering Intern, Spring or Summer 2023
    ",2023-01-08 13:01:54.832565 MDT,https://careers.google.com/jobs/results/85354605904306886-silicon-engineering-intern-spring-or-summer-2023/?distance=50&page=5&q=Machine%20Learning,Google,"
Currently pursuing a Bachelor’s, Master’s, or PhD degree in Electrical Engineering, Computer Engineering, or related technical field.
Academic coursework in computer architecture (core, cache, memory, etc.).
Experience with C/C++ or RTL.
","
Experience designing/implementing or validating RTL design (core, cache, fabric, memory, codec, etc.).
Experience in SoC development environment.
Knowledge of OS, Firmware, or software stack.
Knowledge of performance or power architecture, power estimation, modeling, or optimization of processor or ASIC.
Excellent scripting language, C/C++ programming, and software design skills.
","As a Silicon Engineering Intern, your team designs and builds the hardware, software, and networking technologies that power Google's services. You design and build the systems for computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into data centers affecting Google users. Interns have the opportunity to join several different teams. You may be involved in below projects: As a Silicon Performance Architect Engineer your responsibilities will include developing architecture models, analysis tools, building simulation infrastructure, and driving architectural decisions of our silicon products. As a Silicon Power Engineer, you will have the opportunity to model the key SoC components' power considering architecture/design, implementation and process and also put other factors such as process distribution into the model.As a Silicon Performance Optimization Engineer, you will have the opportunity to create parallelized and highly-tuned kernel libraries in the area of machine learning for current and future Google silicons. As an Image Signal Processing Engineer, you will work with ISP architects, implementation designers, verification engineers, and software engineers help develop Image Signal Processor (ISP).Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to address some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another."
"
      Technical Account Manager, Google Cloud
    ",2023-01-08 13:01:59.250810 MDT,https://careers.google.com/jobs/results/102628022563021510-technical-account-manager-google-cloud/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor’s degree in Computer Science, Engineering, related technical field, or equivalent practical experience.
5 years of experience in customer-facing, interfacing with stakeholders, driving customer technical implementation, or transformation programs.
Experience working across business units internally and at enterprises, and translating business requirements into technological solutions.
Experience in application/workload migration to public cloud providers.
","
Experience supporting customers in one of the following: cloud operations (e.g., launch and capacity planning, product release management), technical support, escalation management, IT consulting.
Understanding of one of the following: IT operations, database systems, networking, IT security, application development, service architecture, cloud-native application development, hosted services, storage systems, or content delivery networks.
Ability to travel domestically and internationally 25% of the time, as needed.
Ability to speak and write in Thai fluently to foster and develop key relationships with new and existing Thai-speaking partners in APAC.
","The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
As a Technical Account Manager, you will draw on customer-facing skills and technical acumen to help customers adopt Google Cloud products. Your experience with cloud infrastructure, program management, enterprise technology implementation, strategy development and customer advocacy will play a part in your day-to-day work driving success at our most critical customers.In this role, you will lead the adoption of Google Cloud at leading organizations, guiding them through the strategic and technical facets of their Cloud transformation journey. You will manage the delivery of professional services engagements to drive customer adoption of Google Cloud services, like Google Compute Engine, Google Cloud Machine Learning and many more. You will regularly engage with diverse stakeholders, including executives of large enterprises and a cross-functional and geographically dispersed team.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems."
"
      Hardware Qualification Manager, Google Cloud
    ",2023-01-08 13:02:03.033860 MDT,https://careers.google.com/jobs/results/122013036807365318-hardware-qualification-manager-google-cloud/?distance=50&page=5&q=Machine%20Learning,Google,"
 Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, a related technical field, or equivalent practical experience.
10 years of experience working on and leading hardware design, verification or testing initiatives.
3 years of experience in managing technical teams.
Experience in establishing project goals, coordinating resources, and providing technical leadership.
","
Master's degree in Electrical/Computer Engineering, Computer Science or a related field.
Experience managing lab work, data collection, and root-cause analysis.
Knowledge of networking equipment, switches and cabling, as well as protocol interfaces like PCIe and Ethernet used for connectivity, and the physical, functional, logical, mechanical, electrical, and software requirements to test them.
Understanding of testing and hardware qualification requirements, best practices and algorithms for data center hardware.
Ability to influence test and qualification processes, improving quality, increasing performance, enabling automation, and reducing cost/resourcing.
Excellent verbal and written communication skills.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.Pulling on your technical and leadership expertise, you lead end-to-end research projects in multiple areas of expertise across data center facilities and manage a team of direct reports working on equipment installation, troubleshooting and debugging.
The Platforms team designs, builds, and collaborates on the hardware, software, and networking technologies that power all of Google's services. As a Hardware Test and Qualification Engineer in Google's design and test team, you will qualify new components, servers, storage devices, and specialized machine learning hardware for Google's data centers, ensuring they meet Google's stringent requirements for performance, security, reliability, and features.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
The US base salary range for this full-time position is $166,000-$262,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Customer Engineer, Google Cloud (English, Hebrew)
    ",2023-01-08 13:02:06.845997 MDT,https://careers.google.com/jobs/results/101828189191316166-customer-engineer-google-cloud-english-hebrew/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science or equivalent practical experience.
Experience in solutions architecture within web and mobile environments.
Ability to speak and write in English and Hebrew fluently.
","
MBA or Master's degree in Computer Science or a related field.
Experience with the architecture and operational aspects of large-scale distributed systems and with popular technologies in the Machine Learning, Big Data Ecosystem (e.g., TensorFlow, Spark).
Experience with WAN/internet-related technologies and architectures across SaaS, PaaS, IaaS, and cloud productivity suites.
Experience in managing databases using MapReduce, Hadoop, Spark, Flume, Hive, Impala, Spark SQL, and BigQuery.
Experience in data and information management.
","Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems."
"
      ASIC Design Verification Engineer, Machine Learning
    ",2023-01-08 13:02:10.553809 MDT,https://careers.google.com/jobs/results/79889563352212166-asic-design-verification-engineer-machine-learning/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science, Electrical Engineering, Mechanical Engineering, or equivalent practical experience.
Experience with SystemVerilog, SystemVerilog Assertions, or functional coverage.
","
Master's degree or PhD in Electrical Engineering. 
Experience with the full verification lifecycle. 
Experience with industry-standard simulators, revision control systems, and regression systems.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.
In this role, you will verify digital designs. You will collaborate closely with design and verification engineers in active projects and perform verification. You will build efficient and effective constrained-random verification environments that exercise designs through their corner-cases and expose all types of bugs. 

You will be responsible for the full lifecycle of verification which can range from verification planning, test execution, or collecting/closing coverage.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
The US base salary range for this full-time position is $101,000-$151,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Technical Account Manager, United States Government, Public Sector
    ",2023-01-08 13:02:14.318815 MDT,https://careers.google.com/jobs/results/137568358905062086-technical-account-manager-united-states-government-public-sector/?distance=50&page=5&q=Machine%20Learning,Google,"
 Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, a related technical field, or equivalent practical experience.
 3 years of experience in a customer-facing role, working with stakeholders and generating customer technical implementations or transformation programs.
Top Secret/SCI US Government Security Clearance with full scope polygraph.
","
MBA or Master’s degree in a Management, Technical, or Engineering field.
7 years of experience in a customer-facing role.
Experience in collaborating with channel partners, systems integrators, and third-party developers to deliver high-impact solutions
Knowledge of IT operations, database systems, networking, IT security, application development, service architecture, cloud-native application development, hosted services, storage systems, and content delivery networks.
","
As a Technical Account Manager, you will help customers successfully adopt Google Cloud products and guide organizations through the strategic and technical facets of their cloud transformation journey. You will manage the successful delivery of professional services engagements to drive customer adoption of Google Cloud services, like Google Compute Engine, Google Cloud Machine Learning, Google Kubernetes Engine, BigQuery, Google Workspace, Google Chrome, and many more. In this role, you will regularly engage with diverse stakeholder groups, including executives of large enterprises and a cross-functional and geographically dispersed team.

You will travel domestically and internationally approximately 25% of the time.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $96,000-$146,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Technical Account Manager, Google Cloud Customer Experience
    ",2023-01-08 13:02:18.101700 MDT,https://careers.google.com/jobs/results/141245242960421574-technical-account-manager-google-cloud-customer-experience/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor’s degree in Computer Science, Engineering, a related technical field, or equivalent practical experience.
3 years of experience in a customer-facing role interfacing with executive stakeholders, driving customer technical implementation, or transformation programs.
Experience building, supporting, or migrating public cloud workloads in the enterprise space.
Ability to speak and write in Korean fluently.
","
Experience collaborating with channel partners, systems integrators, and third-party developers to deliver high-impact solutions.
Understanding of one of the following (e,g.,IT operations, database systems, networking, IT security, application development, service architecture, cloud-native application development, hosted services, storage systems), or content delivery networks.

Excellent communication, presentation, problem solving, and management skills, with experience translating business requirements into technological solutions.
Ability to speak and write in English.
","The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
In this role, you'll lead the successful adoption of Google Cloud at leading organizations, guiding them through the strategic and technical facets of their Google Cloud transformation journey. You will manage the successful delivery of Professional Services engagements to drive customer adoption of Google Cloud services, like Google Compute Engine, Google Cloud Machine Learning, Google Workspace, Google Chrome and more. You'll engage with stakeholder groups, including executives of large enterprises and a cross-functional and geographically dispersed team. You will also have the opportunity to travel up to 25% of the time.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems."
"
      Senior Director, Product Management, Labs
    ",2023-01-08 13:02:21.883835 MDT,https://careers.google.com/jobs/results/73593854931935942-senior-director-product-management-labs/?distance=50&page=5&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science, or equivalent practical experience
15 years of product management experience working with technical products and designing developer productivity tools
Experience building and releasing new products at scale, at amultinational technology company
Experience working with AI and ML technologies
","
Advanced degree in a technology or business related field
Experience as a developer, software engineer, or technical lead
Experience creating products with compelling, innovative user experiences enabled by advanced technology
Knowledge of enterprise IT markets and an understanding of customer/user requirements
Ability to work while navigating complex organizational structures to optimize outcomes across different teams, Business Units, and Products
","As Senior Director of Product Management, you will lead product efforts which enhance the future of software development for current and future users. You will help drive the charge for introducing innovations in Machine Learning (ML) to our developer ecosystems by launching AI-assisted development products to Alphabet users.  Labs is a group focused on incubating early-stage efforts in support of Google’s mission to organize the world’s information and make it universally accessible and useful. Our team exists to help discover and create new ways to advance our core products through exploration and the application of new technologies. We work to build new solutions that have the potential to transform how users interact with Google. Our goal is to drive innovation by developing new Google products and capabilities that deliver significant impact over longer timeframes.The US base salary range for this full-time position is $274,000-$419,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
